Team Name,Survey Data,Well-being,Needs,Engagement,Autonomy,Belonging,Competence,Leadership,Management,Returns,Rewards,Status,Myself,Tasks,Free,Mastery,Competent,Learn,Group,Talk,Care,Satisfied,Meaning,Stay,Ideas,Values,Understands,Encourages,Listens,Network,Friendly,Team,Appreciated,Responsibilities,Work,Impact,Strong,Drained,Frustrated,Volunteer,Staff,Position,Country,Region,region,frontline,Front
Dubno_City_Volunteers,2024-07-02 07:07:42.786000,4.3,4.9,4.8,5.0,5.0,4.5,3.3,4.5,5.0,5.0,3.5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,3,4,5,5,2,3,5,5,4,7,3,2,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Dubno_City_Volunteers,2024-07-02 07:07:42.786000,3.9,4.2,4.0,4.0,4.3,4.5,3.3,3.8,4.5,3.5,3.5,4,4,4,5,4,5,4,5,4,4,4,4,4,4,3,3,4,4,5,2,2,3,4,5,5,3,2,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Dubno_City_Volunteers,2024-07-02 07:07:42.786000,4.1,4.1,4.2,4.0,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,2,4,4,4,4,6,3,2,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Dubno_City_Volunteers,2024-07-02 07:07:42.786000,3.9,3.9,4.0,4.0,3.7,4.0,4.3,4.0,4.0,4.0,4.0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,5,3,4,4,4,4,6,3,3,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Zdolbuniv_City_Volunteers,2024-07-02 07:09:07.490000,3.9,3.8,4.0,3.7,4.3,3.0,3.3,4.2,4.5,4.5,3.5,4,3,4,3,3,5,5,4,4,4,4,4,4,4,3,4,3,4,5,3,3,4,5,4,5,3,2,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Zdolbuniv_City_Volunteers,2024-07-02 07:09:07.490000,2.6,3.5,4.0,3.3,3.3,4.0,2.7,3.5,4.0,2.5,4.0,3,4,3,4,4,4,4,3,3,4,5,4,4,3,3,2,3,4,4,4,4,3,2,4,3,6,3,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Zdolbuniv_City_Volunteers,2024-07-02 07:09:07.490000,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,7,1,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Zdolbuniv_City_Volunteers,2024-07-02 07:09:07.490000,4.6,4.6,5.0,4.0,5.0,5.0,5.0,4.8,4.5,5.0,5.0,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Zdolbuniv_City_Volunteers,2024-07-02 07:09:07.490000,3.9,4.2,4.2,4.3,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,2,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Koretc_City_Volunteers,2024-07-02 07:09:32.862000,3.9,4.6,4.4,4.3,4.7,5.0,4.3,3.7,4.0,3.5,3.5,4,4,5,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,5,4,3,3,4,4,5,3,2,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Sarny_City_Volunteers,2024-07-02 07:10:35.840000,4.1,3.5,4.0,4.0,3.0,3.5,3.3,3.7,3.0,4.0,4.0,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,3,2,3,3,4,4,4,4,5,3,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Sarny_City_Volunteers,2024-07-02 07:10:35.840000,4.8,4.0,4.2,4.0,3.7,4.5,3.7,3.7,4.0,2.5,4.5,4,3,5,4,5,5,4,3,4,4,4,4,5,4,4,3,4,3,4,3,4,2,3,5,7,2,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Sarny_City_Volunteers,2024-07-02 07:10:35.840000,4.1,3.9,3.8,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4,4,4,3,4,4,4,4,4,3,4,3,4,5,4,4,4,4,4,3,4,4,4,4,5,2,2,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Sarny_City_Volunteers,2024-07-02 07:10:35.840000,4.8,4.6,4.2,5.0,4.3,4.5,4.3,4.3,4.0,4.0,5.0,5,5,5,4,5,4,5,4,4,5,4,4,4,4,5,4,4,4,5,2,5,4,4,5,6,1,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Sarny_City_Volunteers,2024-07-02 07:10:35.840000,4.3,4.8,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,3,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Sarny_City_Volunteers,2024-07-02 07:10:35.840000,4.6,3.9,4.0,3.7,4.0,4.0,4.0,3.8,4.0,3.5,4.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,6,2,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Sarny_City_Volunteers,2024-07-02 07:10:35.840000,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,6,1,1,1,0,Volunteer,Ukraine,Europe,Rivne Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,2.8,3.2,3.0,4.0,2.7,3.0,3.3,3.2,3.5,2.5,3.5,4,4,4,3,3,4,3,2,3,4,3,2,3,3,4,3,3,3,5,3,3,2,3,4,4,6,3,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,5.0,3.9,3.8,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,7,1,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,5.0,5.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,7,1,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,5.0,4.2,4.0,4.3,4.3,4.0,4.0,4.2,4.5,4.0,4.0,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,7,1,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,4.3,4.1,4.0,4.0,4.0,4.5,3.7,3.7,3.5,4.0,3.5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,5,2,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,2.8,4.0,3.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,3,4,4,4,4,5,5,5,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,4.6,4.6,4.4,4.7,5.0,4.0,4.0,4.7,4.5,5.0,4.5,5,4,5,4,4,5,5,5,5,4,5,5,3,5,4,4,4,4,5,2,5,5,5,4,6,1,2,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,4.3,3.8,3.8,4.0,3.3,4.0,4.0,3.8,4.0,3.5,4.0,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,6,3,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,2.8,4.1,4.0,4.0,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,4.3,3.9,4.4,3.7,4.0,4.0,4.7,4.3,4.5,4.0,4.5,4,4,3,4,4,5,5,2,5,5,5,4,4,4,5,4,5,4,5,3,5,4,4,4,5,2,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Ochakiv_City_Volunteers,2024-07-02 08:05:16.368000,3.9,2.4,3.8,2.0,2.0,3.5,3.0,4.3,4.0,4.0,5.0,1,3,2,3,4,5,2,1,3,4,4,4,3,4,3,3,3,3,4,4,5,4,4,5,4,3,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,3.4,4.0,4.0,4.0,4.0,4.0,4.0,3.8,4.0,3.5,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,5,5,2,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.2,4.5,4.0,4.0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,4.1,4.6,5.0,4.7,5.0,4.0,4.7,4.7,5.0,5.0,4.0,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,5,5,7,3,3,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,3.7,4.2,4.0,4.0,4.7,4.0,4.0,3.8,4.5,4.0,3.0,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,5,4,2,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,3.7,4.6,4.4,4.3,4.7,5.0,4.3,4.0,4.0,4.0,4.0,4,4,5,5,5,4,5,4,5,4,5,5,4,4,4,5,4,4,5,3,4,4,4,4,5,4,2,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,4.6,4.4,4.6,4.0,5.0,4.0,4.7,4.5,4.0,5.0,4.5,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,4,4,5,3,5,5,5,4,6,2,1,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,3.4,3.9,4.4,4.3,3.3,4.0,4.0,4.2,4.0,4.0,4.5,5,4,4,4,4,4,4,3,3,5,4,3,5,5,4,3,5,4,5,2,4,4,4,5,4,4,2,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,4.1,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,6,3,2,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
Yuzhnoukrainsk_City_Volunteers,2024-07-02 08:08:58.116000,3.2,4.5,4.2,4.7,4.3,4.5,4.3,4.5,5.0,4.0,4.5,5,4,5,5,4,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,5,4,5,2,1,0,Volunteer,Ukraine,Europe,Mykolaiv Region,Not frontline,0
